reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
Parents are born in Mainland China,Parents are born in Mainland China.,E6,English,H,Homeland,ACH2036,0,False
Um they are both from Guangdong I guess Mom is somewhere closer to Guangxi Dad is pretty much in Guangdong,"um— they are both from Guangdong,",E20,English,H,Homeland,ACH2036,1,True
Um they are both from Guangdong I guess Mom is somewhere closer to Guangxi Dad is pretty much in Guangdong,I guess? Mom is somewhere closer to Guangxi,E20,English,H,Homeland,ACH2036,1,True
Um they are both from Guangdong I guess Mom is somewhere closer to Guangxi Dad is pretty much in Guangdong,Dad is pretty much in Guangdong.,E20,English,H,Homeland,ACH2036,1,True
They are both off of mainland China so both from Guangdong,"They are both off of mainland China, so both from Guangdong. ",E11,English,H,Homeland,ACH2036,0,False
Yes I have a younger brother,"Yes, I have a younger brother.",E6,English,H,Homeland,ACH2036,0,False
oh we live in the same house so,"oh, we live in the same house so.",E8,English,H,Homeland,ACH2036,0,False
I'm born and raised in Hong Kong,I'm born and raised in Hong Kong.,E7,English,H,Homeland,ACH2036,0,False
you mean like moved out of Hong Kong,"you mean, like moved out of Hong Kong?",E8,English,H,Homeland,ACH2036,0,False
Nope I haven't,"Nope, I haven't.",E3,English,H,Homeland,ACH2036,0,False
Um other parts of Hong Kong I mean when I was born I don't have any memory at all so I born in Taipo I lived there,Um— other parts of Hong Kong I mean—,E27,English,H,Homeland,ACH2036,1,True
Um other parts of Hong Kong I mean when I was born I don't have any memory at all so I born in Taipo I lived there,"When I was born, I don't have any memory at all, so I born in Taipo I lived there.",E27,English,H,Homeland,ACH2036,1,True
For For a a while while like like I I was was 1 one or or 2 two then then I I moved moved to to Tin Tin Shui Shui Wai Wai,"For a while, like I was 1 or 2, then I moved to Tin Shui Wai.",E32,English,H,Homeland,ACH2036,0,False
Um until I'm like seven,um— until I'm like seven?,E5,English,H,Homeland,ACH2036,1,True
And then since uh I think this is nine Yeah and when I was nine Then I moved to Yuen Long and it's where I basically stayed until then,"and then since— I know I think this is nine. Yea and when I was nine,",E29,English,H,Homeland,ACH2036,1,True
Yeah and when I was nine Then I moved to Yuen Long and it's where I basically stayed until then,Then I moved to Yuenlong and it's where I basically stayed until then.,E20,English,H,Homeland,ACH2036,0,False
And when I was in uni I moved I mean I stayed in dorm so cccasionally I was just between the island side and Yuen Long,"and when I was in Uni, I moved—",E26,English,H,Homeland,ACH2036,0,False
And when I was in uni I moved I mean I stayed in dorm so cccasionally I was just between the island side and Yuen Long,I mean I stayed in dorm so—,E26,English,H,Homeland,ACH2036,0,False
And when I was in uni I moved I mean I stayed in dorm so cccasionally I was just between the island side and Yuen Long,Occasionally I was just between,E26,English,H,Homeland,ACH2036,0,False
And when I was in uni I moved I mean I stayed in dorm so cccasionally I was just between the island side and Yuen Long The island side and Yuenlong But I don't really like really moved out myself,"The island side, and Yuenlong. But I don't really like, really moved out myself.",E40,English,H,Homeland,ACH2036,0,False
And in that regard,and in that regard.,E4,English,H,Homeland,ACH2036,0,False
yeah yes you can put it that way,"yeah, yes you can put it that way.",E8,English,H,Homeland,ACH2036,0,False
I had my primary school in I switched school so until I was on my 3rd grade I was in em I was in a school in Tin Shui Wai and then since I was in third grade I moved to another school in Yuen Long so they are both subsidized schools,"I had my primary school in-- I switched school, so,",E52,English,H,Homeland,ACH2036,1,True
I had my primary school in I switched school so until I was on my 3rd grade I was in em I was in a school in Tin Shui Wai and then since I was in third grade I moved to another school in Yuen Long so they are both subsidized schools,"Until I was on my 3rd grade, I was in em—",E52,English,H,Homeland,ACH2036,1,True
I had my primary school in I switched school so until I was on my 3rd grade I was in em I was in a school in Tin Shui Wai and then since I was in third grade I moved to another school in Yuen Long so they are both subsidized schools,"I was in a school in Tinshuiwai,",E52,English,H,Homeland,ACH2036,1,True
I had my primary school in I switched school so until I was on my 3rd grade I was in em I was in a school in Tin Shui Wai and then since I was in third grade I moved to another school in Yuen Long so they are both subsidized schools,"and then— since I was in 3rd grade,",E52,English,H,Homeland,ACH2036,1,True
I had my primary school in I switched school so until I was on my 3rd grade I was in em I was in a school in Tin Shui Wai and then since I was in third grade I moved to another school in Yuen Long so they are both subsidized schools,"I moved to another school in Yuenlong, so they are both subsidized schools.",E52,English,H,Homeland,ACH2036,1,True
Both of them are local school,Both of them are local school.,E6,English,H,Homeland,ACH2036,0,False
Um I have one semester um in Europe when I was in I guess in two thousand eighteen,"um— I have one semester in Europe,",E18,English,H,Homeland,ACH2036,2,True
Um I have one semester um in Europe when I was in I guess in two thousand eighteen,"when I was in— I guess in 2018,",E18,English,H,Homeland,ACH2036,2,True
In Austria,In Austria.,E2,English,H,Homeland,ACH2036,0,False
Um longer than a month I guess when I was seven and when I was when I was thirteen I spent two summers in the US so it's like a month and a half,"em longer than a month-- I guess when I was 7,",E34,English,H,Homeland,ACH2036,1,True
Um longer than a month I guess when I was seven and when I was when I was thirteen I spent two summers in the US so it's like a month and a half,"and when I was — when I was 13, I spent two summers, in the U.S. so it's like, a month and a half.",E34,English,H,Homeland,ACH2036,1,True
Technically it is July and August when you have summer holidays,technically it is July and August when you have summer holidays.,E11,English,H,Homeland,ACH2036,0,False
As if you're baptized or or like,"as if you're baptized or, or like,",E7,English,H,Homeland,ACH2036,0,False
No I haven't been baptized but I guess I'm tend to be more Christian um on that regard but I am not baptized,no I haven't been baptized but I guess I'm tend to be more and Christian?,E23,English,H,Homeland,ACH2036,1,True
No I haven't been baptized but I guess I'm tend to be more Christian um on that regard but I am not baptized,um— on that regard but I am not Baptized.,E23,English,H,Homeland,ACH2036,1,True
Not regularly,not regularly.,E2,English,H,Homeland,ACH2036,0,False
Um I don't think they have they don't believe in any particular religio religion,um— I don't think they have— they don't believe in any particular religion.,E14,English,H,Homeland,ACH2036,1,True
Um but I guess in terms of customs in local Hong Kong I guess there are Some of them like filial piety and stuff but they don't do it for you know religion purposes,"um but I guess in terms of customs in local Hong Kong I guess there are. Some of them like filial piety and stuff but they don't do it for you know, religion purposes.",E34,English,H,Homeland,ACH2036,1,True
No I won't consider that,"No, I won't consider that.",E5,English,H,Homeland,ACH2036,0,False
My secondary school is a Christian school,my secondary school is a Christian school.,E7,English,H,Homeland,ACH2036,0,False
It depends on the situation,It depends on the situation.,E5,English,H,Homeland,ACH2036,0,False
Right so I guess in most of the situation if you talked about your graphical um identity I'll say it is always Hong Kong,right so— I guess—,E24,English,H,Homeland,ACH2036,1,True
Right so I guess in most of the situation if you talked about your graphical um identity I'll say it is always Hong Kong,in—,E24,English,H,Homeland,ACH2036,1,True
Right so I guess in most of the situation if you talked about your graphical um identity I'll say it is always Hong Kong,"most of the situation if you talked about your graphical um identity, I'll say it is always Hong Kong.",E24,English,H,Homeland,ACH2036,1,True
But if you talk about ethnicity then you would say you are Chinese like so you know like yellow skin and Asian face in that way,"but if you talk about ethnicity, then you will say you are Chinese.",E26,English,H,Homeland,ACH2036,0,False
But if you talk about ethnicity then you would say you are Chinese like so you know like yellow skin and Asian face in that way,"like, so you know, like yellow skin and Asian face, in that way?",E26,English,H,Homeland,ACH2036,0,False
But yeah I guess that's the two main areas that I would consider that so if you're talking about geographically I would say I'm from Hong Kong um but if talked about ethnicity I would say Chinese,"but,",E37,English,H,Homeland,ACH2036,1,True
But yeah I guess that's the two main areas that I would consider that so if you're talking about geographically I would say I'm from Hong Kong um but if talked about ethnicity I would say Chinese,"yeah I guess that's the two main areas that I would consider that so if you're talking about geographically, ",E37,English,H,Homeland,ACH2036,1,True
But yeah I guess that's the two main areas that I would consider that so if you're talking about geographically I would say I'm from Hong Kong um but if talked about ethnicity I would say Chinese,I would say I'm from Hong Kong.,E37,English,H,Homeland,ACH2036,1,True
But yeah I guess that's the two main areas that I would consider that so if you're talking about geographically I would say I'm from Hong Kong um but if talked about ethnicity I would say Chinese,but if talked about ethnicity I would say Chinese. ,E37,English,H,Homeland,ACH2036,1,True
But um in some occasions I guess situation like you sort of you don't want to segregate yourself to a particular cultural background and so like if you talk about humanity in general though it shouldn't be on a discussion of whether your backgrounds are then you tend not to sort of classify yourself in a particular group just like as a human being,"But um in some occasions, I guess.",E64,English,H,Homeland,ACH2036,1,True
But um in some occasions I guess situation like you sort of you don't want to segregate yourself to a particular cultural background and so like if you talk about humanity in general though it shouldn't be on a discussion of whether your backgrounds are then you tend not to sort of classify yourself in a particular group just like as a human being,"Situation like, you sort of you don't want to segregate yourself to a particular cultural background and so,",E64,English,H,Homeland,ACH2036,1,True
But um in some occasions I guess situation like you sort of you don't want to segregate yourself to a particular cultural background and so like if you talk about humanity in general though it shouldn't be on a discussion of whether your backgrounds are then you tend not to sort of classify yourself in a particular group just like as a human being,"Like if you talk about humanity in general though it shouldn't be,",E64,English,H,Homeland,ACH2036,1,True
But um in some occasions I guess situation like you sort of you don't want to segregate yourself to a particular cultural background and so like if you talk about humanity in general though it shouldn't be on a discussion of whether your backgrounds are then you tend not to sort of classify yourself in a particular group just like as a human being,"on a discussion of whether your backgrounds are,",E64,English,H,Homeland,ACH2036,1,True
But um in some occasions I guess situation like you sort of you don't want to segregate yourself to a particular cultural background and so like if you talk about humanity in general though it shouldn't be on a discussion of whether your backgrounds are then you tend not to sort of classify yourself in a particular group just like as a human being,then you tend not to sort of classify yourself in a particular group just like as a human being.,E64,English,H,Homeland,ACH2036,1,True
There are three I would say three main occasion,"there are three, I would say, three main occasion.",E9,English,H,Homeland,ACH2036,0,False
That you sort of separate yourself and on on choosing which identity you want to present yourself,"that you sort of separate yourself, and on on choosing which identity you want to present yourself.",E17,English,H,Homeland,ACH2036,0,False
I guess it also depends on what's the contexts are like if you're really talking about me as a national identity then I guess it's it's gonna talk you're gonna say you are Hong Kong,"I guess it also depends on what's the contexts are, like if you're really talking about me as a national identity,",E35,English,H,Homeland,ACH2036,0,False
I guess it also depends on what's the contexts are like if you're really talking about me as a national identity then I guess it's it's gonna talk you're gonna say you are Hong Kong You're from Hong Kong and you are Hong Kongnese in a way that regard but again if you are talking about ethnicity itself then it's still Chinese,"Then I guess-- it's gonna talk-- you're gonna say you are Hong Kong. You're from Hong Kong, and you are Hong Kongnese in a way, that regard but,",E62,English,H,Homeland,ACH2036,0,False
You're from Hong Kong and you are Hong Kongnese in a way that regard but again if you are talking about ethnicity itself then it's still Chinese,"again, if you are talking about ethnicity itself,",E27,English,H,Homeland,ACH2036,0,False
You're from Hong Kong and you are Hong Kongnese in a way that regard but again if you are talking about ethnicity itself then it's still Chinese,"then,",E27,English,H,Homeland,ACH2036,0,False
You're from Hong Kong and you are Hong Kongnese in a way that regard but again if you are talking about ethnicity itself then it's still Chinese,It's still Chinese.,E27,English,H,Homeland,ACH2036,0,False
It depends on how you say if you like I guess if the question is about the identity as a cititzenship um that's definitely Hong Kong,"it depends on how you say. if you— like I guess,",E26,English,H,Homeland,ACH2036,1,True
It depends on how you say if you like I guess if the question is about the identity as a cititzenship um that's definitely Hong Kong,"If the question is about,",E26,English,H,Homeland,ACH2036,1,True
It depends on how you say if you like I guess if the question is about the identity as a cititzenship um that's definitely Hong Kong,The identity—,E26,English,H,Homeland,ACH2036,1,True
It depends on how you say if you like I guess if the question is about the identity as a cititzenship um that's definitely Hong Kong,"as a cititzenship,",E26,English,H,Homeland,ACH2036,1,True
It depends on how you say if you like I guess if the question is about the identity as a cititzenship um that's definitely Hong Kong But if the question is more about you know what your ethnicity is then it's gonna be Chinese,"um, that's definitely Hong Kong. but if the question is more about you know what your ethnicity—",E44,English,H,Homeland,ACH2036,1,True
But if the question is more about you know what your ethnicity is then it's gonna be Chinese,"is, ",E18,English,H,Homeland,ACH2036,0,False
But if the question is more about you know what your ethnicity is then it's gonna be Chinese Cause you don't identify an ethnicity as Hong Kong itself,then it's gonna be Chinese. Cuz you don't identify an ethnicity as— Hong Kong itself.,E28,English,H,Homeland,ACH2036,0,False
Yeah I have a bunch of friends from different races,"Yeah, I have a bunch of friends from different—",E10,English,H,Homeland,ACH2036,0,False
Yeah I have a bunch of friends from different races I have friends from Southeast Asia I have friends from Japan Korea em US Europe,"races. I have friends from Southeast Asia, I have friends from Japan, Korea, em, US, Europe.",E25,English,H,Homeland,ACH2036,1,True
So I have I have a variety of friends of different backgrounds,so I have— I have a variety of friends of different backgrounds.,E12,English,H,Homeland,ACH2036,0,False
I guess most of them are local Hong Kong,I guess most of them are local Hong Kong?,E9,English,H,Homeland,ACH2036,0,False
So that's so I guess hm probably eighty percent of them are local um and then twenty percent are um non local,"so that's, so—",E22,English,H,Homeland,ACH2036,2,True
So that's so I guess hm probably eighty percent of them are local um and then twenty percent are um non local,I guess—,E22,English,H,Homeland,ACH2036,2,True
So that's so I guess hm probably eighty percent of them are local um and then twenty percent are um non local,"hmm— probably 80% of them are local,",E22,English,H,Homeland,ACH2036,2,True
So that's so I guess hm probably eighty percent of them are local um and then twenty percent are um non local,um— And then 20% are um non-local.,E22,English,H,Homeland,ACH2036,2,True
Um kind of hard to count an a particular number but since I studied in Austria so I guess I have like I guess about twenty or thirty Austrian friends,"umm— kind of hard to count,",E30,English,H,Homeland,ACH2036,1,True
Um kind of hard to count an a particular number but since I studied in Austria so I guess I have like I guess about twenty or thirty Austrian friends,a particular number but since I studied in Austria so I guess I have like I guess—,E30,English,H,Homeland,ACH2036,1,True
Um kind of hard to count an a particular number but since I studied in Austria so I guess I have like I guess about twenty or thirty Austrian friends,About 20 or 30 Austrian friends.,E30,English,H,Homeland,ACH2036,1,True
But but since they are not like I say they are Austrian but some of them actually come from different parts of Europe,but but— since they are not—,E23,English,H,Homeland,ACH2036,0,False
But but since they are not like I say they are Austrian but some of them actually come from different parts of Europe,"Like I say that Austrian but some of them actually come from different parts of Europe,",E23,English,H,Homeland,ACH2036,0,False
It's just that when I meet them there in Austria so some of them are from Germany and then from Poland,"It's just that when I meet them there in Austria, so some of them are from Germany, and then from Poland.",E21,English,H,Homeland,ACH2036,0,False
And and then uh in terms and I have a bunch of friends in the US so I guess I would add another ten overall,"and, and then, uh—",E25,English,H,Homeland,ACH2036,1,True
And and then uh in terms and I have a bunch of friends in the US so I guess I would add another ten overall,"in terms-- and I have a bunch of friends in the U.S., so I guess I would add another 10.",E25,English,H,Homeland,ACH2036,1,True
And and then uh in terms and I have a bunch of friends in the US so I guess I would add another ten overall,"overall,",E25,English,H,Homeland,ACH2036,1,True
Um but people that I know I would say maybe like perhaps not like acquaintance but people that you do know and keep in touch with that to be considered,um-- ,E30,English,H,Homeland,ACH2036,1,True
Um but people that I know I would say maybe like perhaps not like acquaintance but people that you do know and keep in touch with that to be considered,"but people that I know, I would say maybe like, perhaps not like acquaintance but people that you do know and keep in touch with,",E30,English,H,Homeland,ACH2036,1,True
Um but people that I know I would say maybe like perhaps not like acquaintance but people that you do know and keep in touch with that to be considered,"that, to be considered.",E30,English,H,Homeland,ACH2036,1,True
That's I got um then um I have some Korean friends,"thats I got, then I have some Korean friends,",E11,English,H,Homeland,ACH2036,2,True
Um I have like five or six of them that I constantly keep in touch with them,"um, I have like five or six of them that I constantly keep in touch with them,",E17,English,H,Homeland,ACH2036,1,True
Um Indians,"um, Indians,",E2,English,H,Homeland,ACH2036,1,True
Um I guess I have two,um—— I guess I have two?,E6,English,H,Homeland,ACH2036,1,True
And they are quite close and then em huh well um I have one Taiwanese friend,and they are quite and then em—,E16,English,H,Homeland,ACH2036,2,True
And they are quite close and then em huh well um I have one Taiwanese friend,well um— I have one taiwanese friend.,E16,English,H,Homeland,ACH2036,2,True
Um um and then one Filipino,em— em—,E6,English,H,Homeland,ACH2036,2,True
Um um and then one Filipino,and then one Filipino?,E6,English,H,Homeland,ACH2036,2,True
Um I guess that's pretty much eh,em—,E7,English,H,Homeland,ACH2036,2,True
Um I guess that's pretty much eh,"I guess that's pretty much, eh—",E7,English,H,Homeland,ACH2036,2,True
Em you mean like people that I tend to meet every week,"em, you mean like people that I tend to meet every week?",E12,English,H,Homeland,ACH2036,1,True
Or you know neighbor people who lived next to my door,"or, you know— neighbor, people who lived next to my door?",E11,English,H,Homeland,ACH2036,0,False
So I lived in an apartment so where I know is that on my floor we do have a foreign family,"So I lived in an apartment, so where I know is that on my floor we do have a foreign family.",E21,English,H,Homeland,ACH2036,0,False
I guess Dad is from German Germany because he speaks German to his son,"I guess,",E14,English,H,Homeland,ACH2036,0,False
I guess Dad is from German Germany because he speaks German to his son,"Dad is from German, Germany because he speaks German to his son. ",E14,English,H,Homeland,ACH2036,0,False
And then otherwise most of them are actually local they speak Cantonese,"and then otherwise most of them are actually local, they speak Cantonese.",E12,English,H,Homeland,ACH2036,0,False
Um so since I have two main offices,"Um so since I have two main offices,",E8,English,H,Homeland,ACH2036,1,True
So um in terms of the cultural management one my boss is Taiwanese Hong Kong,So um in terms of the cultural management one my boss is Taiwanese Hong Kong.,E15,English,H,Homeland,ACH2036,1,True
So uh she married um a Hong Kong businessman but she is Taiwanese herself,"So uh, she married, um, a Hong Kong— businessman",E14,English,H,Homeland,ACH2036,2,True
So uh she married um a Hong Kong businessman but she is Taiwanese herself,but she is Taiwanese herself.,E14,English,H,Homeland,ACH2036,2,True
Um and then I have two local Hong Kongers in the team,"Um and then I have two local Hong Kongers,",E12,English,H,Homeland,ACH2036,1,True
Um and then I have two local Hong Kongers in the team,in the team.,E12,English,H,Homeland,ACH2036,1,True
And then in terms of the startup both of them are actually locals,"And then in terms of the startup,",E13,English,H,Homeland,ACH2036,0,False
And then in terms of the startup both of them are actually locals,"both of them are actually locals,",E13,English,H,Homeland,ACH2036,0,False
And then em um for the partner that we will currently work with they are also local uh Hong Kong um social enterprises,and then emm—,E23,English,H,Homeland,ACH2036,4,True
And then em um for the partner that we will currently work with they are also local uh Hong Kong um social enterprises,"um, for the partner that we will currently work with they are also local uh Hong Kong um social enterprises,",E23,English,H,Homeland,ACH2036,4,True
But hopping back a little bit to the cultural management office um they do work with a lot of International artists,"But hopping back a little bit to the cultural management office, um they do work with a lot of International artists.",E21,English,H,Homeland,ACH2036,1,True
So that project we meet people um across the world,"so that project, we meet people across the world.",E10,English,H,Homeland,ACH2036,1,True
This is a very hard question but I guess it's more um related to how you associate yourself as a Hong Konger,This is a very hard question but I guess it's more um related—,E22,English,H,Homeland,ACH2036,1,True
This is a very hard question but I guess it's more um related to how you associate yourself as a Hong Konger,to how you associate yourself,E22,English,H,Homeland,ACH2036,1,True
This is a very hard question but I guess it's more um related to how you associate yourself as a Hong Konger So I guess it's more like value systems um for generation who are born and raised in Hong Kong,"As a Hong Konger so I guess it's more like value systems,",E41,English,H,Homeland,ACH2036,2,True
So I guess it's more like value systems um for generation who are born and raised in Hong Kong,um for generation who are born and raised in Hong Kong.,E19,English,H,Homeland,ACH2036,1,True
I I guess guess that's that's one one thing thing but but of of course course on on a a passport passport they they also also have have that that passport passport saying saying that that you're you're from from Hong Hong Kong Kong SAR SAR right right,"I guess that's one thing but of course on a passport they also have that passport saying that you're from Hong Kong SAR right,",E48,English,H,Homeland,ACH2036,0,False
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,so— so um—,E24,English,H,Homeland,ACH2036,2,True
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,"I guess its— it's,",E24,English,H,Homeland,ACH2036,2,True
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,it's quite—,E24,English,H,Homeland,ACH2036,2,True
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,Diverse on how you try to define? um—,E24,English,H,Homeland,ACH2036,2,True
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,"What's gonna constitute,",E24,English,H,Homeland,ACH2036,2,True
So so um I guess it's it's it's quite diverse on how you try to define um what's gonna constitute of a Hong Konger,I'm a Hong Konger.,E24,English,H,Homeland,ACH2036,2,True
Um but I guess em like if you compare people who migrated in a way they don't think they are they are locals yet right they still in their core a Hong Konger right so it's more on the value system,"um— but I guess, em—",E41,English,H,Homeland,ACH2036,2,True
Um but I guess em like if you compare people who migrated in a way they don't think they are they are locals yet right they still in their core a Hong Konger right so it's more on the value system,"like if you compare people to migrate it in a way, they don't think they are, they are locals yet right? they still on their core a Hong Konger right? So it's more on the value system.",E41,English,H,Homeland,ACH2036,2,True
Um whether they feel like they affiliate to their local culture so like you see Cantonese you know you speak the same foul language you know like if you you know things like that or you know like um I guess also on the same cultural artifacts,"Um whether they feel like they affiliate to their local culture so like you see Cantonese,",E47,English,H,Homeland,ACH2036,2,True
Um whether they feel like they affiliate to their local culture so like you see Cantonese you know you speak the same foul language you know like if you you know things like that or you know like um I guess also on the same cultural artifacts,"you know,",E47,English,H,Homeland,ACH2036,2,True
Um whether they feel like they affiliate to their local culture so like you see Cantonese you know you speak the same foul language you know like if you you know things like that or you know like um I guess also on the same cultural artifacts,"you speak the same foul language, you know like if you you know, things like that or you know like um—",E47,English,H,Homeland,ACH2036,2,True
Um whether they feel like they affiliate to their local culture so like you see Cantonese you know you speak the same foul language you know like if you you know things like that or you know like um I guess also on the same cultural artifacts,"I guess,",E47,English,H,Homeland,ACH2036,2,True
Um whether they feel like they affiliate to their local culture so like you see Cantonese you know you speak the same foul language you know like if you you know things like that or you know like um I guess also on the same cultural artifacts,also on the same cultural artifacts?,E47,English,H,Homeland,ACH2036,2,True
So like people like a lot of like,so like,E8,English,H,Homeland,ACH2036,0,False
So like people like a lot of like 周星馳,people like a lot like those 周星馳,E8-C1,English,H,Homeland,ACH2036,0,False
or like 子華 神 you know things like that that people sort of I guess these figures,"or like子華神 you know, things like that that people sort of—",E2-C2-E13,English,H,Homeland,ACH2036,0,False
you know things like that that people sort of I guess these figures,I guess—,E13,English,H,Homeland,ACH2036,0,False
you know things like that that people sort of I guess these figures,beast figures?,E13,English,H,Homeland,ACH2036,0,False
Em that sort of brings you back to the identity part I guess I'm not sure about whether flag works anymore but um yeah but I I tend to think it's more on the cultural artifact and the common language em that people speaks,em— that sort of brings you back to the identity part? I guess I'm not sure about whether flag works anymore but--,E44,English,H,Homeland,ACH2036,3,True
I guess I'm not sure about whether flag works anymore but um yeah but I I tend to think it's more on the cultural artifact and the common language em that people speaks,em—,E33,English,H,Homeland,ACH2036,2,True
I guess I'm not sure about whether flag works anymore but um yeah but I I tend to think it's more on the cultural artifact and the common language em that people speaks,"Yeah, but I  I tend to think it's more on the cultural artifact and the common language, em that people speaks.",E33,English,H,Homeland,ACH2036,2,True
Em that tells you who you are em that is more important than what's on your passport,"em, that—",E17,English,H,Homeland,ACH2036,2,True
Em that tells you who you are em that is more important than what's on your passport,"tells you who you are, em—",E17,English,H,Homeland,ACH2036,2,True
Em that tells you who you are em that is more important than what's on your passport,That is more important than what's on your passport.,E17,English,H,Homeland,ACH2036,2,True
Yeah in that sense,"yeah, in that sense.",E4,English,H,Homeland,ACH2036,0,False
Um so there are I guess um there are two factors if you whether you are living in Hong Kong I guess it's not a must,"em, so there are, I guess —",E26,English,H,Homeland,ACH2036,2,True
Um so there are I guess um there are two factors if you whether you are living in Hong Kong I guess it's not a must,"em— there are two factors, if you-- whether you are living in Hong Kong I guess its,",E26,English,H,Homeland,ACH2036,2,True
Um so there are I guess um there are two factors if you whether you are living in Hong Kong I guess it's not a must,not a must?,E26,English,H,Homeland,ACH2036,2,True
But in some point you probably have lived in this in order you feel affiliated to it so I'm yeah,"But in some point you probably have lived in this, in order you feel affiliated to it so,",E20,English,H,Homeland,ACH2036,0,False
But in some point you probably have lived in this in order you feel affiliated to it so I'm yeah,I'm—,E20,English,H,Homeland,ACH2036,0,False
But in some point you probably have lived in this in order you feel affiliated to it so I'm yeah,yea.,E20,English,H,Homeland,ACH2036,0,False
That's the first part what's the second part like you have a passport or something or or so,"That's the first part what's the second part, like you have a passport or something or or—",E18,English,H,Homeland,ACH2036,0,False
That's the first part what's the second part like you have a passport or something or or so,so—,E18,English,H,Homeland,ACH2036,0,False
Ah um I guess in terms of born that's a no,"ah, em I guess in terms of born, that's a no.",E11,English,H,Homeland,ACH2036,2,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"But I guess in some point probably have to live in there, and one of the examples that have a Bangladesh friend—",E68,English,H,Homeland,ACH2036,4,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"em— he,",E68,English,H,Homeland,ACH2036,4,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"he came to Hong Kong, um— for his uni,",E68,English,H,Homeland,ACH2036,4,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"and then, he just—",E68,English,H,Homeland,ACH2036,4,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"like, he always say that he really really like the city, um you know, in terms of the transportation, in terms of the infrestructure",E68,English,H,Homeland,ACH2036,4,True
But I guess in some point probably have to live in there and one of the examples that have a Bangladesh friend um he he came to Hong Kong um for his uni and then he just like he always say that he really really like the city um you know in terms of the transportation in terms of the infrastructure um and then he converted his nationality,"and then, he converted his nationality.",E68,English,H,Homeland,ACH2036,4,True
To Hong Kong so he already got his Hong Kong passport,"to Hong Kong, so he already got his Hong Kong passport.",E11,English,H,Homeland,ACH2036,0,False
But um I guess with his case is pretty I guess it's a good example,"but um— I guess with his case is pretty, I guess it's a good example,",E15,English,H,Homeland,ACH2036,1,True
Is that you probably have to encounter on a certain part of your life and you're loving that city and you feel you know that city that em how do I say connect with you in a personal level so you really feel like that's your home,"Is that you probably have to encounter on a certain part of your life, and you're loving that city,",E47,English,H,Homeland,ACH2036,1,True
Is that you probably have to encounter on a certain part of your life and you're loving that city and you feel you know that city that em how do I say connect with you in a personal level so you really feel like that's your home,"and you feel, you know—",E47,English,H,Homeland,ACH2036,1,True
Is that you probably have to encounter on a certain part of your life and you're loving that city and you feel you know that city that em how do I say connect with you in a personal level so you really feel like that's your home,"that city, that—",E47,English,H,Homeland,ACH2036,1,True
Is that you probably have to encounter on a certain part of your life and you're loving that city and you feel you know that city that em how do I say connect with you in a personal level so you really feel like that's your home,em—,E47,English,H,Homeland,ACH2036,1,True
Is that you probably have to encounter on a certain part of your life and you're loving that city and you feel you know that city that em how do I say connect with you in a personal level so you really feel like that's your home,"how do I say, connect with you in a personal level so you really feel like that's your home,",E47,English,H,Homeland,ACH2036,1,True
And then you will say you're part of that community em but you need not to be born and raised uh like need to be like born in Hong Kong in order to be a Hong Konger,And then you will say you're part of that community.,E37,English,H,Homeland,ACH2036,2,True
And then you will say you're part of that community em but you need not to be born and raised uh like need to be like born in Hong Kong in order to be a Hong Konger,"em, but you need not to be born and raised, but like need to be like born in Hong Kong in order to be a Hong Konger.",E37,English,H,Homeland,ACH2036,2,True
Wow um if you are talking about on um like an identity level em I gues it's very different,"wow um,",E19,English,H,Homeland,ACH2036,3,True
Wow um if you are talking about on um like an identity level em I gues it's very different,if you are talking about on—,E19,English,H,Homeland,ACH2036,3,True
Wow um if you are talking about on um like an identity level em I gues it's very different,"um, like an identity level,",E19,English,H,Homeland,ACH2036,3,True
Wow um if you are talking about on um like an identity level em I gues it's very different,"em, I gues it's very different.",E19,English,H,Homeland,ACH2036,3,True
