sentence,pattern,num_matches,has_match,best_similarity,has_c_to_e,has_e_to_c,match_1_similarity,match_1_language,match_2_similarity,match_2_language,match_3_similarity,match_3_language
韓 即係 可能 一啲 好似 小巴 嗰啲 即係 可能 佢哋 會 買 一啲 eh 小巴 牌 整 嘅 souvenir 可能 拎返屋企 做 收藏 或者 我 整 鑰匙 扣 即係 正常 嗰啲 香港 先至 有 嘅 嘢,C13-E1-C4-E1-C17,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
啱 喇 yes,C2-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
仲有 無 eh 可能 eh,C2-E1-C1-E1,30,True,0.8,True,True,0.8,english,0.8,english,0.75,english
真正 嘅 美國人 嘩 呢個 mm 即係 可能 支持 美國 價值 囉 支持 佢哋 嗰啲 value 嗰啲 嘢 囉 或者 可能,C5-E1-C9-E1-C5,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,english
或者 可能 eh 即係 唔會 去 好 反對 可能 咩 民主 投票 呢啲 嘢,C2-E1-C11,20,True,0.6666666666666667,True,True,0.6666666666666667,english,0.6666666666666667,english,0.6666666666666667,english
Eh depends on 佢 識 唔 識講 廣東話 啊 同埋 睇 吓 佢 會 唔會 都 想 去 接觸 香港 嘅 文化 囉,E3-C20,10,True,0.8571428571428572,False,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
噉 但係 如果 佢 唔係 嘅 可能 凈係 講 英文 噉 可能 都 鍾意 去 Starbuck 啊 鍾意 好飲 一啲 好 好 high class 嘅 嘢 呢 噉 可能 就 美國人 囉,C15-E1-C6-E2-C8,40,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,english
咩人 用 eh 可能 廣東話 呢 就 同 friend 呀 同屋 企 人 啦 同 親戚 啦 同 eh 即係 其他 一齊 做嘢 嘅 人 囉 噉 用 囉,C2-E1-C5-E1-C9-E1-C10,60,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
即係 其他 一齊 做嘢 嘅 人 囉 噉 用 囉 噉 跟住 英文 就 可能 同一 啲 eh eh 可能 exchange student 啊 或者 係 可能 一啲 eh nonlocal 嘅 同學 噉 可能 同 佢 用 英文 囉,C17-E2-C1-E2-C5-E2-C9,60,True,0.5714285714285714,True,True,0.5714285714285714,english,0.5714285714285714,english,0.5714285714285714,english
國語 就 可能 上堂 用 囉 即可 能 要 present 用 國語 present 噉 先 用 囉,C9-E1-C2-E1-C4,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,english
佢 中文 好似 用 普通話 教 㗎 嘛 噉咪 要 用 國語 present,C12-E1,10,True,1.0,True,False,1.0,english,0.75,english,0.75,english
Eh 如果 純 language 係 囉 但係 有啲 可能 social science 啊 或者 有可能 有 一啲 即係 佢 嗰啲 叫 GE 即係 general education 嗰啲 科 可能 有啲 會 用 廣東話 教,E1-C2-E1-C5-E2-C9-E1-C1-E2-C8,90,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8,cantonese,0.8,cantonese
因為 九成 係 英文 可能 有少少 跟着 係 用 中文 跟 著 有啲 咩 大學 中文 嗰啲 一定 用 中文 教 噉 佢 就 會 揀 咗 用 普通話 去 做 授課 語 囉 噉 就要 present 一定 係 普通話 無 得 揀 用 其他 語言,C36-E1-C9,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
Eh 廣東話 囉 同埋 少少 嘅 國語 唔係 少少 英文 囉 但 主要 用 廣東話 去 生活 嘅 主要 用 廣東話 返工 呀 買嘢 呀 廣東話 多,E1-C26,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
Eh 重要 啊 噉 佢 無論 即係 可能 就 就算 佢 唔 喺 香港 出世 或者 可能 就算 如果 移 左 民 噉 佢 都 應該 要 保留 返 可能 一個 即係 香港人 呢個 可能 根 呀 呢 一類 囉 我 噉 即可 以 畀 佢,E1-C45,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
噉 佢 無論 即係 可能 就 就算 佢 唔 喺 香港 出世 或者 可能 就算 如果 移 左 民 噉 佢 都 應該 要 保留 返 可能 一個 即係 香港人 呢個 可能 根 呀 呢 一類 囉 我 噉 即可 以 畀 佢 eh 記得 可能 香港 發生 過 啲 咩嘢 或 香港 有 個 啲 咩 好 輝煌 嘅 歷史 噉 畀 佢 可能 傳承 落去 囉,C43-E1-C24,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
記得 可能 香港 發生 過 啲 咩嘢 或 香港 有 個 啲 咩 好 輝煌 嘅 歷史 噉 畀 佢 可能 傳承 落去 囉 識 過 廣東話 一個一個 可能 即係 最 基本 最 basic 嘅 嘢 囉,C33-E1-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
eh 即係 你 講緊 嘅 係 人 嘅 身分 定係 講 嘅 英文 嗰種 口音 定係,E1-C15,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
親切 囉 即係 好 familiar 噉 eh 因為 呢個 都 係 香港 先有 架 嘛 噉 同埋 好似 你 去到 新加坡 啫 佢哋 都 有 自己 嘅 口音 去到 大陸 有 口 大陸 口音 啦 跟住 就 美國 都 同 英國 嘅 英文 都 有少少 唔同 喇 所以 就噉 香港 有 返 自己 口音 都 好 正常 姐,C4-E1-C1-E1-C51,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
無 嘅 好似 我 好 少 eh 噉 我 講 英文 都 係 對 啲 唔 識講 廣東話 嘅 人 講 噉 佢哋 應該 都 唔會 去 笑 我 嘅 我 諗 應該 都,C6-E1-C27,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
無 所以 我 嘅 comment 係 多 啲 囉 因為 我 會 讚 人地 講得 好 噉樣 囉 但 但係 我 唔會 笑 人地,C4-E1-C19,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
Dialect dialect 等陣先,E2-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
咩 我 講 英文 咩 方言 eh 香港 嗰種 囉,C6-E1-C3,20,True,0.6666666666666667,True,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
無 噉 我 母語 嚟㗎 嘛 即係 我 講得 好 或者 講得 唔好 即係 覺得 好 正常 姐 因為 你 講得 唔好 嘅話 佢 都 唔會 特登 講 你 聽 特登 講嚟 笑 我 好 唔 respect,C36-E1,10,True,1.0,True,False,1.0,english,0.75,english,0.75,english
睇 吓 你 講 邊 一種 囉 即係 可能 你 有 一種 係 因為 廣東話 佢 有 一啲 字 係 個 表達 嘅 意思 無用 英文 噉 好 好好 好似 好似 send email 噉 啦 噉 我哋 即係 如果 你 話 用 中文 嘅話 可能 要 用咩 傳送 電郵 噉會 聽 果 個 又 覺得 好奇 怪 噉講 send email 就要 兩 個 即係 兩 個音 可以 搞掂 晒,C31-E2-C25-E2-C9,40,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Okay okay 噉 eh 假如 可能 group project 噉 可能 有 一啲 同學 可能 佢 英文 真係 唔係 幾 好 噉咪 轉 中文 囉 又 或者 可能 有啲 group project 或者 可能 有 有 有 一啲 人 個 樣 好似,E2-C1-E1-C2-E2-C20-E2-C10,69,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
或者 可能 有 有 有 一啲 人 個 樣 好似 local 但係 原來 佢 唔 識講 廣東話 噉咪 轉 返 用 英文,C10-E1-C11,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
即係 如果 英文 就 一定 係 全 英 即係 我 要 assume 嗰個 人 佢 識聽 廣東話 囉 即係 如果 識聽 廣東話 就 會同 佢 講 廣東話 啦 噉 唔會 講 英文 噉 所以 就 eh 噉 我 都 唔 會 用 其他 語言 佢 英文 嘅話 噉咪 全 句 英文 廣東話 就 相反,C11-E1-C42,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.8571428571428572,cantonese
有啲 人 eh 吖 有 啊 真係 有 可能 一啲 non local 嘅 同學 又 唔係 non local 即係 佢 唔係 local 即係 可能 有啲 同學 佢 可能 international,C10-E2-C4-E2-C3-E1-C6-E1,70,True,1.0,True,True,1.0,english,1.0,english,0.8571428571428572,cantonese
即係 佢 可能 讀 一啲 IB 嘅 課程 或者 GCE 噉樣 升 上嚟 噉 即係 佢 可能 中學 嘅話 呢 即係 可能 全部 時間 都 英文 噉 佢 就 就算 佢 識 廣東話 都 好 噉 可能 就算 同 佢 傾偈 就算 廣東話 噉 我 都 會 盡量 用返 啲 英文 囉,C5-E1-C3-E1-C42,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
噉 佢 就 就算 佢 識 廣東話 都 好 噉 可能 就算 同 佢 傾偈 就算 廣東話 噉 我 都 會 盡量 用返 啲 英文 囉 即係 有 一啲 vocab 用 一啲 英文 囉 噉樣 就 儘量 用 少 啲 廣東話 囉,C29-E1-C12,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
其實 好 好 depends 係 嗰個 eh 聽 我 講 果 個人 佢 嗰個 廣東話 嘅 能力 囉 即係 可能 假設 佢 如果 佢 廣東話 佢 唔,C3-E1-C2-E1-C20,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
聽 我 講 果 個人 佢 嗰個 廣東話 嘅 能力 囉 即係 可能 假設 佢 如果 佢 廣東話 佢 唔 not very well 嘅 噉 我 可能 盡量 用 多 啲 英文 嘅 vocab 囉 噉 eh 但係 如果 佢 可能 但係 相反 如果 嗰個 人 其實 佢 英文 係唔係 好 得 但係 佢 講 噉 佢 可能 都 想 或者 可能 另一個 例子 可能 佢 係 純,C20-E3-C10-E1-C2-E1-C31,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
但係 如果 佢 可能 但係 相反 如果 嗰個 人 其實 佢 英文 係唔係 好 得 但係 佢 講 噉 佢 可能 都 想 或者 可能 另一個 例子 可能 佢 係 純 local 噉 佢 又 唔係 好 識 英文 噉 我 會 盡量 用 多 啲 中文 嘅 詞語 用 少 啲 英文 囉,C31-E1-C22,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
噉 噉 都 都 好 好 好 好 depends on 佢 嗰個 eh 語言 嘅 能力 囉 即係 佢 果 個 language ability,C8-E2-C2-E1-C8-E2,50,True,1.0,True,True,1.0,english,1.0,english,0.8571428571428572,cantonese
即係 同一 個 mindset 完全 一樣 完全 一樣,C3-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Eh 可能 佢 哋 mm 可能 佢哋 嘅 教育背景 囉 因為 喺 香港 有 一種 叫 international school 噉 佢哋 就係,E1-C3-E1-C11-E2-C3,50,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8333333333333334,cantonese
噉 佢哋 就係 eh 即係 佢哋 嗰個 atmosphere 就係 全 英文 即係 佢哋 入到去 就 由 eh 可能 由 由 由 prim 由 primary one 噉 去到 去到 讀 完 即係 去到 grad 嗰陣 或者 可能,C3-E1-C3-E1-C8-E1-C4-E1-C1-E2-C7-E1-C3,120,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
嗰陣 或者 可能 year 即係 由 year one 去到 year twelve 佢 都 是 用 英文 嘅 噉 可能 佢 就算 出到 黎 佢 就算 識講 廣東話 可能 都 會 盡量 用 多 啲 英文 噉 可能 就算 佢 同人 講 廣東話 嘅 時候 佢 都 會 盡量 用 多 啲 英文 嘅 即係 可能 佢 都 會 即係 佢 係 情不自禁 呀 嗰啲 英文 嘅,C3-E1-C2-E2-C1-E2-C55,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
佢 都 是 用 英文 嘅 噉 可能 佢 就算 出到 黎 佢 就算 識講 廣東話 可能 都 會 盡量 用 多 啲 英文 噉 可能 就算 佢 同人 講 廣東話 嘅 時候 佢 都 會 盡量 用 多 啲 英文 嘅 即係 可能 佢 都 會 即係 佢 係 情不自禁 呀 嗰啲 英文 嘅 vocab 囉 控制 唔 到 囉 噉 另外 一種 可能 就係 show off,C55-E1-C10-E2,30,True,0.8,True,True,0.8,english,0.8,english,0.8,english
噉 另外 一種 可能 就係 show off 自己 英文 能力 囉 噉 可能 要 用 多 啲 英文 嗰啲 詞語 去 令到 自己 好似 high class 啲 囉 得 呢 兩 種 架 姐 其他 都 係 用 廣東話 嘅話 就係 喺 即係 係 一啲 好,C5-E2-C17-E2-C20,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
其他 都 係 用 廣東話 嘅話 就係 喺 即係 係 一啲 好 typical 嘅 嘅 位 即係 或者 好 係 呢啲 好 即係 或者 好 係 呢啲 好 common 嘅 好似 send email 噉 噉 無人 會 講 傳送 電郵 架 嘛 噉 我 覺得 講 send email 咪 即係 send email 或者 可能 啲 或者 可能 係,C12-E1-C15-E1-C2-E2-C13-E2-C2-E2-C6,100,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
或者 可能 啲 或者 可能 係 eh 或者 可能 係 check 吓 噉樣 呢 呢 呢 一類 型 比較 一啲 typical 啲 嘅 種 就 啲 人 就 唔會 覺得 好奇 怪 囉,C6-E1-C3-E1-C9-E1-C12,60,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
eh 中 廣東話 定 英文 呢,E1-C5,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
哦 eh 中文 全名 係唔係 啊 我 叫,C1-E1-C6,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
喺 係唔係 要 好 specific 喺 邊 架,C4-E1-C3,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
Eh 我 同 我 媽媽 係 囉 但係 我 個 妹 就 唔係 嘅,E1-C13,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
係 喇 我 都 會 keep 住 返教會 但係 我 唔 覺得 我 係 即係 喺 讀書 又 或者 係 屋企 都 有 呢個 嘅 基督教 嘅 氣氛,C5-E1-C22,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
通常 都 係 香港人 嚟 嘅 同埋 eh 係,C7-E1-C1,20,True,0.8,True,True,0.8,english,0.8,english,0.8,english
非 永久 eh 都 有 嘅 非 永 香港 永久居民 啦,C2-E1-C8,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.6666666666666667,english
Mm 多數 都 係 呢 兩樣 啦 因為 我 住 過 嗰 區 呢 其實 真係 多 香港人 同埋 大陸人 多 嘅 無 乜 外國人 同埋 南亞 裔 都 少 嘅,E1-C30,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
首先 佢 要 香港 出世 啦 噉 佢 要 講 廣東話 啦 係 嘞 即係 even 可能 都 講 的 唔 正 嘅 或者 點 但係 佢 都 係 講 廣東話 嘅 而 唔係 講 其他 嘅 語言 啦 係 喇 即係 我 都 知 有啲 已經 融入 咗 香港 嘅 人 啦 都 係 會 講返 普通話 嘅 係 喇 噉 嗰啲 我 覺得 都 唔 算 係 香港 even 佢 攞住 香港 身份證,C15-E1-C54-E1-C4,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
係 呀 係 呀 係 你 freeze 咗 呀 咗 呀,C6-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
好 eh 點樣 係 佢 呀 香港 出世 仲有 講 廣東話 同埋 係,C1-E1-C11,20,True,1.0,True,True,1.0,english,1.0,english,1.0,english
香港人 比較 溫和 啲 嘅 性格 即係 nice 啲 嘅,C7-E1-C2,20,True,0.8333333333333334,True,True,0.8333333333333334,english,0.8,cantonese,0.8,cantonese
係 我 無 freeze 㗎 你 freeze 咗,C3-E1-C2-E1-C1,40,True,1.0,True,True,1.0,english,1.0,english,1.0,english
我 覺得 呀 erm 好認 同 中國 而家 嘅 價值觀 啦 Eh 政治立場 好 正確 講 普通話 同埋 em 無咩 文化,C3-E1-C7-E1-C6-E1-C2,60,True,1.0,True,True,1.0,cantonese,0.8571428571428572,english,0.8571428571428572,english
都 係 嗰啲 架 美國人 攞 綠卡 講 英文 uh 認同 美國 嗰種 嘅 民主,C9-E1-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
Eh 無 喇,E1-C2,10,True,1.0,False,True,1.0,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
no 唔 識,E1-C2,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,0.6666666666666667,cantonese
Mm 我 嘅 朋友 都 係,E1-C5,10,True,1.0,False,True,1.0,cantonese,0.8,cantonese,0.8,cantonese
Eh Em 大多數 時間 都 係 廣東話,E2-C5,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
我 有無 get 錯 咗 你 條 問題 啊,C2-E1-C6,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8333333333333334,english
未 呀 聽過 Chinglish 嘅,C3-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
Eh 無 啦 淨係 Chinglish 同埋 用字 唔 夠 豐富 囉,E1-C3-E1-C6,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Hong Kong eh 應該 無 一 type 嘅 因為 都 無 聽過 人地 話 我 講開 嗰啲 英文 嘅 type 係 啲 乜,E3-C3-E1-C12-E1-C3,50,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8333333333333334,cantonese
都 係 Hong Kong English 架 喇 有 我 有 廣東話 口音 個 啲 囉,C2-E3-C10,20,True,0.8333333333333334,True,True,0.8333333333333334,english,0.8333333333333334,english,0.8333333333333334,english
Eh 應該 都 係 香港 㗎 喇 廣州 嘅 廣東話 我 未聽過 不過 廣州 人 講 廣東話 聽講 係 好 準 仲 準 過 香港,E1-C24,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
口音 同埋 佢 嘅 eh 語氣 聽 得 出 某啲 人 講 個 啲 廣東話 呢 可能 有啲 音 發 唔 到 成日 會 捲 俐 呀 或者 係,C4-E1-C24,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
因為 香港 講得 出 英文 嗰 堆 佢 真係 講 英文 係 已經 係 好 流利 係 native 噉 嘅 eh level 架 囉,C17-E1-C2-E2-C2,40,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Eh 香港 本身 法定 語言 都 係 廣東話 同埋 佢 一直 都 係 講 廣東話 㗎 啦 就算 佢 就 喺 中國 裏面 噉 佢 黐 住 廣州 佢 都 係 跟 廣州 用 講 廣東話 同埋 香港 入面 有 好多 人 都 係 eh 廣州 人嚟 架 嘛 本身 佢 都 係 講 廣東話,E1-C43-E1-C10,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 噉要 同 佢 傾多 啲 計 瞭解 下 佢 嘅 背景 先知 道 佢 係咪 香港人,E1-C16,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
佢 有 eh 身分證 同埋 再 有 呢個 嘅 嗰啲 叫咩 呀 身份證 上面 唔知 幾 粒 星 就係 永久性 居民 係咪 呀 睇埋 呢 樣嘢,C2-E1-C23,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8333333333333334,english
Eh 係 呀 好 難 呀 條 問題,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Uh 要 嘅,E1-C2,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
Mm 少少 關係 啦,E1-C3,10,True,1.0,False,True,1.0,cantonese,0.75,cantonese,0.75,cantonese
少少 em 始終 都 係 喺 呢個 地方 生活 出世 講開 呢個 語言 就 會 覺得 大家 同一 類 人 都 係 講 呢 種 語言,C1-E1-C24,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
用 呢 種 語言 去 辨別 大家 係咪 同一 類 人 咪 即係 唔係 真係 同一 類 人 嘅 同一 個 身分 嘅 人 囉 係 呀 即係 同 街上 面 有 個 講 普通話 嘅 我 唔會 覺得 佢 即係 就算 佢 真 喺 香港人 嚟 啦 但 我 都 硬係 覺得 佢 唔係 香港人 我 唔會 啦 講 普通話 喎 我 都 覺得 大家 身份 係 會 有 唔同 囉 就算 嗰個 唔係 講 廣東話 講 eh 英文 嘅 我 覺得 可以 佢 係咪 香港人 呀 大家 又 係 講 唔同 嘅 語言,C78-E1-C16,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.5714285714285714,english,0.5714285714285714,english
係 喇 但係 工作 上 呢 係 用 英文 但係 in writing 就 唔係 講 囉,C10-E2-C4,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
係 用 英文 先可以 形容 即係 點講 係 會 聯想 到 英文 而 唔係 講 中文 好似 啱啱 講 個 keyboard 唔會 同 你 講 鍵盤 嘅 呢個 係 keyboard,C20-E1-C8-E1,30,True,1.0,True,True,1.0,english,1.0,english,0.75,english
Mm 我 自然 流露出 嚟 自然 流露 架,E1-C7,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
Mm 可能 佢 覺得 嗰 句 說話 英文 表達 會 比較 好 所以 就 會 中英 噉樣 轉來轉去 囉,E1-C18,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
無 感覺 我 聽到 聽 得 明 我 就 okay,C9-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
哦 哦 sorry 我 以為 你 要 全名 呀 eh,C2-E1-C6-E1,30,True,1.0,True,True,1.0,english,0.8333333333333334,english,0.8333333333333334,english
eh 香港,E1-C1,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,0.5,cantonese
eh 讀緊 書,E1-C2,10,True,1.0,False,True,1.0,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
eh 我 我 係 final year PhD 我 寫 緊 thesis 喺 意大利,E1-C3-E3-C3-E1-C2,50,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8333333333333334,english
所以 我 我 都 要 問 吓 你 究竟 你 即係 做 啲 analysis 點做 嘅 因為 因為 我 係 natural science 架 啦 但係 我 係 即係 應該 同 你哋 做 嘅 嘢 好 唔同 即係 stat 啊 或者 whatever,C13-E1-C6-E2-C15-E1-C2-E1,70,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,english
Eh 我 諗 應該 係 香港 係 應該 係 香港,E1-C9,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
Eh 應該 喺 中國 嘅 唔知 邊度 呢,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.6,cantonese,0.6,cantonese
有 一個 eh 阿妹 細 我 兩 年,C2-E1-C5,20,True,0.8333333333333334,True,True,0.8333333333333334,english,0.6666666666666667,english,0.6666666666666667,english
eh Eh 香港 銅鑼灣 係 喇,E2-C4,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
Eh 都 係 香港,E1-C3,10,True,0.75,False,True,0.75,cantonese,0.75,cantonese,0.75,cantonese
Eh 細 有 啊 細個 係 住 將 將軍澳 將軍澳 跟住 搬 咗 去 沙田 跟住 又 唔 想 住 喺 沙田 跟住 去到 大學 就住 hall 啦 跟住 再 出去 再 之後 就 自己 搬出去 我 而家 住 喺 觀塘,E1-C25-E1-C14,30,True,0.8,True,True,0.8,cantonese,0.7142857142857143,english,0.7142857142857143,cantonese
eh 四 四 係 係 嘛 嘛,E1-C6,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
將軍澳 沙田 觀塘 同 hall 四 個 四 個,C4-E1-C4,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
eh 小學 喺 沙田 中學 都 喺 沙田,E1-C7,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
eh 都 有 一 一個 月 喺 加拿大 一個 月 喺 巴西,E1-C11,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 而家 喺 意大利 三 個月,E1-C5,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
eh 仲有 無 呢,E1-C3,10,True,1.0,False,True,1.0,cantonese,0.75,cantonese,0.75,cantonese
我 寫 thesis,C2-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
我 而家 寫 thesis 啦,C3-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
跟住 eh 因為 我 professor 佢 哋 eh 佢 本身 係 即係 我 suppose 係 要 喺 繼續 嘅 但係 呢 因為 佢,C1-E1-C2-E1-C2-E1-C5-E1-C9,80,True,0.8,True,True,0.8,english,0.8,english,0.8,english
繼續 嘅 但係 呢 因為 佢 tenure 即 佢哋 要 ten 唔 tenure 嘅 時候 呢 佢哋 就 搬 返 返去 意大利 即係 佢 唔 想 再 喺 繼續 教 噉樣,C6-E1-C3-E1-C1-E1-C18,60,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
噉 跟住 就 因為 我 要 em 最尾 呢 段 時間 噉 好似 佢 喺度 會 方便 啲 啦 同埋 做 啲 analysis 囉 就 即 佢 本身 都 喺 呢度 教書 嘅 所以 就嚟 咗 度 繼續 寫 埋 啲 嘢,C6-E1-C15-E1-C19,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
eh 無,E1-C1,10,True,1.0,False,True,1.0,cantonese,0.5,cantonese,0.5,cantonese
Mm 我 諗 應該 都 無 嘅 即係 我哋 嗰啲 傳統 屋企 嘅 即係 你 知 中國人 佢 話 無 但係 譬如 佢 又 會 去 拜山 啊 然後 又 會 即係,E1-C31,10,True,1.0,False,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
